symptoms,diagnoses
"sore,throat,stuffy,headache","flu,cold"
"fever,sore,throat,stuffy,headache","flu,cold"
"chill,sore,throat,stuffy,headache",flu
"fever,chill,sore,throat,stuffy,headache",flu
"cough,sore,throat,stuffy,headache","flu,cold"
"fever,cough,sore,throat,stuffy,headache","flu,cold"
"chill,cough,sore,throat,stuffy,headache",flu
"fever,chill,cough,sore,throat,stuffy,headache",flu
"runny,stuffy,headache","flu,cold"
"fever,runny,stuffy,headache","flu,cold"
"chill,runny,stuffy,headache",flu
"fever,chill,runny,stuffy,headache",flu
"cough,runny,stuffy,headache","flu,cold"
"fever,cough,runny,stuffy,headache","flu,cold"
"chill,cough,runny,stuffy,headache",flu
"fever,chill,cough,runny,stuffy,headache",flu
"sore,runny,stuffy,headache","flu,cold"
"fever,sore,runny,stuffy,headache","flu,cold"
"chill,sore,runny,stuffy,headache",flu
"fever,chill,sore,runny,stuffy,headache",flu
"cough,sore,runny,stuffy,headache","flu,cold"
"fever,cough,sore,runny,stuffy,headache","flu,cold"
"chill,cough,sore,runny,stuffy,headache",flu
"fever,chill,cough,sore,runny,stuffy,headache",flu
"throat,runny,stuffy,headache","flu,cold"
"fever,throat,runny,stuffy,headache","flu,cold"
"chill,throat,runny,stuffy,headache",flu
"fever,chill,throat,runny,stuffy,headache",flu
"cough,throat,runny,stuffy,headache","flu,cold"
"fever,cough,throat,runny,stuffy,headache","flu,cold"
"chill,cough,throat,runny,stuffy,headache",flu
"fever,chill,cough,throat,runny,stuffy,headache",flu
"sore,throat,runny,stuffy,headache","flu,cold"
"fever,sore,throat,runny,stuffy,headache","flu,cold"
"chill,sore,throat,runny,stuffy,headache",flu
"fever,chill,sore,throat,runny,stuffy,headache",flu
"cough,sore,throat,runny,stuffy,headache","flu,cold"
"fever,cough,sore,throat,runny,stuffy,headache","flu,cold"
"chill,cough,sore,throat,runny,stuffy,headache",flu
"fever,chill,cough,sore,throat,runny,stuffy,headache",flu
"nose,stuffy,headache","flu,cold"
"fever,nose,stuffy,headache","flu,cold"
"chill,nose,stuffy,headache",flu
"fever,chill,nose,stuffy,headache",flu
"cough,nose,stuffy,headache","flu,cold"
"fever,cough,nose,stuffy,headache","flu,cold"
"chill,cough,nose,stuffy,headache",flu
"fever,chill,cough,nose,stuffy,headache",flu
"sore,nose,stuffy,headache","flu,cold"
"fever,sore,nose,stuffy,headache","flu,cold"
"chill,sore,nose,stuffy,headache",flu
"fever,chill,sore,nose,stuffy,headache",flu
"cough,sore,nose,stuffy,headache","flu,cold"
"fever,cough,sore,nose,stuffy,headache","flu,cold"
"chill,cough,sore,nose,stuffy,headache",flu
"fever,chill,cough,sore,nose,stuffy,headache",flu
"throat,nose,stuffy,headache","flu,cold"
"fever,throat,nose,stuffy,headache","flu,cold"
"chill,throat,nose,stuffy,headache",flu
"fever,chill,throat,nose,stuffy,headache",flu
"cough,throat,nose,stuffy,headache","flu,cold"
"fever,cough,throat,nose,stuffy,headache","flu,cold"
"chill,cough,throat,nose,stuffy,headache",flu
"fever,chill,cough,throat,nose,stuffy,headache",flu
"sore,throat,nose,stuffy,headache","flu,cold"
"fever,sore,throat,nose,stuffy,headache","flu,cold"
"chill,sore,throat,nose,stuffy,headache",flu
"fever,chill,sore,throat,nose,stuffy,headache",flu
"cough,sore,throat,nose,stuffy,headache","flu,cold"
"fever,cough,sore,throat,nose,stuffy,headache","flu,cold"
"chill,cough,sore,throat,nose,stuffy,headache",flu
"fever,chill,cough,sore,throat,nose,stuffy,headache",flu
"runny,nose,stuffy,headache","flu,cold"
"fever,runny,nose,stuffy,headache","flu,cold"
"chill,runny,nose,stuffy,headache",flu
"fever,chill,runny,nose,stuffy,headache",flu
"cough,runny,nose,stuffy,headache","flu,cold"
"fever,cough,runny,nose,stuffy,headache","flu,cold"
"chill,cough,runny,nose,stuffy,headache",flu
"fever,chill,cough,runny,nose,stuffy,headache",flu
"sore,runny,nose,stuffy,headache","flu,cold"
"fever,sore,runny,nose,stuffy,headache","flu,cold"
"chill,sore,runny,nose,stuffy,headache",flu
"fever,chill,sore,runny,nose,stuffy,headache",flu
"cough,sore,runny,nose,stuffy,headache","flu,cold"
"fever,cough,sore,runny,nose,stuffy,headache","flu,cold"
"chill,cough,sore,runny,nose,stuffy,headache",flu
"fever,chill,cough,sore,runny,nose,stuffy,headache",flu
"throat,runny,nose,stuffy,headache","flu,cold"
"fever,throat,runny,nose,stuffy,headache","flu,cold"
"chill,throat,runny,nose,stuffy,headache",flu
"fever,chill,throat,runny,nose,stuffy,headache",flu
"cough,throat,runny,nose,stuffy,headache","flu,cold"
"fever,cough,throat,runny,nose,stuffy,headache","flu,cold"
"chill,cough,throat,runny,nose,stuffy,headache",flu
"fever,chill,cough,throat,runny,nose,stuffy,headache",flu
"sore,throat,runny,nose,stuffy,headache","flu,cold"
"fever,sore,throat,runny,nose,stuffy,headache","flu,cold"
"chill,sore,throat,runny,nose,stuffy,headache",flu
"fever,chill,sore,throat,runny,nose,stuffy,headache",flu
"cough,sore,throat,runny,nose,stuffy,headache","flu,cold"
"fever,cough,sore,throat,runny,nose,stuffy,headache","flu,cold"
"chill,cough,sore,throat,runny,nose,stuffy,headache",flu
"fever,chill,cough,sore,throat,runny,nose,stuffy,headache",flu
"ache,headache","flu,cold,smallpox,covid"
"fever,ache,headache","flu,cold,smallpox,covid"
"chill,ache,headache","flu,covid"
"fever,chill,ache,headache","flu,covid"
"cough,ache,headache","flu,cold,covid"
"fever,cough,ache,headache","flu,cold,covid"
"chill,cough,ache,headache","flu,covid"
"fever,chill,cough,ache,headache","flu,covid"
"sore,ache,headache","flu,cold,covid"
"fever,sore,ache,headache","flu,cold,covid"
"chill,sore,ache,headache","flu,covid"
"fever,chill,sore,ache,headache","flu,covid"
"cough,sore,ache,headache","flu,cold,covid"
"fever,cough,sore,ache,headache","flu,cold,covid"
"chill,cough,sore,ache,headache","flu,covid"
"fever,chill,cough,sore,ache,headache","flu,covid"
"throat,ache,headache","flu,cold,covid"
"fever,throat,ache,headache","flu,cold,covid"
"chill,throat,ache,headache","flu,covid"
"fever,chill,throat,ache,headache","flu,covid"
"cough,throat,ache,headache","flu,cold,covid"
"fever,cough,throat,ache,headache","flu,cold,covid"
"chill,cough,throat,ache,headache","flu,covid"
"fever,chill,cough,throat,ache,headache","flu,covid"
"sore,throat,ache,headache","flu,cold,covid"
"fever,sore,throat,ache,headache","flu,cold,covid"
"chill,sore,throat,ache,headache","flu,covid"
"fever,chill,sore,throat,ache,headache","flu,covid"
"cough,sore,throat,ache,headache","flu,cold,covid"
"fever,cough,sore,throat,ache,headache","flu,cold,covid"
"chill,cough,sore,throat,ache,headache","flu,covid"
"fever,chill,cough,sore,throat,ache,headache","flu,covid"
"runny,ache,headache","flu,cold"
"fever,runny,ache,headache","flu,cold"
"chill,runny,ache,headache",flu
"fever,chill,runny,ache,headache",flu
"cough,runny,ache,headache","flu,cold"
"fever,cough,runny,ache,headache","flu,cold"
"chill,cough,runny,ache,headache",flu
"fever,chill,cough,runny,ache,headache",flu
"sore,runny,ache,headache","flu,cold"
"fever,sore,runny,ache,headache","flu,cold"
"chill,sore,runny,ache,headache",flu
"fever,chill,sore,runny,ache,headache",flu
"cough,sore,runny,ache,headache","flu,cold"
"fever,cough,sore,runny,ache,headache","flu,cold"
"chill,cough,sore,runny,ache,headache",flu
"fever,chill,cough,sore,runny,ache,headache",flu
"throat,runny,ache,headache","flu,cold"
"fever,throat,runny,ache,headache","flu,cold"
"chill,throat,runny,ache,headache",flu
"fever,chill,throat,runny,ache,headache",flu
"cough,throat,runny,ache,headache","flu,cold"
"fever,cough,throat,runny,ache,headache","flu,cold"
"chill,cough,throat,runny,ache,headache",flu
"fever,chill,cough,throat,runny,ache,headache",flu
"sore,throat,runny,ache,headache","flu,cold"
"fever,sore,throat,runny,ache,headache","flu,cold"
"chill,sore,throat,runny,ache,headache",flu
"fever,chill,sore,throat,runny,ache,headache",flu
"cough,sore,throat,runny,ache,headache","flu,cold"
"fever,cough,sore,throat,runny,ache,headache","flu,cold"
"chill,cough,sore,throat,runny,ache,headache",flu
"fever,chill,cough,sore,throat,runny,ache,headache",flu
"nose,ache,headache","flu,cold"
"fever,nose,ache,headache","flu,cold"
"chill,nose,ache,headache",flu
"fever,chill,nose,ache,headache",flu
"cough,nose,ache,headache","flu,cold"
"fever,cough,nose,ache,headache","flu,cold"
"chill,cough,nose,ache,headache",flu
"fever,chill,cough,nose,ache,headache",flu
"sore,nose,ache,headache","flu,cold"
"fever,sore,nose,ache,headache","flu,cold"
"chill,sore,nose,ache,headache",flu
"fever,chill,sore,nose,ache,headache",flu
"cough,sore,nose,ache,headache","flu,cold"
"fever,cough,sore,nose,ache,headache","flu,cold"
"chill,cough,sore,nose,ache,headache",flu
"fever,chill,cough,sore,nose,ache,headache",flu
"throat,nose,ache,headache","flu,cold"
"fever,throat,nose,ache,headache","flu,cold"
"chill,throat,nose,ache,headache",flu
"fever,chill,throat,nose,ache,headache",flu
"cough,throat,nose,ache,headache","flu,cold"
"fever,cough,throat,nose,ache,headache","flu,cold"
"chill,cough,throat,nose,ache,headache",flu
"fever,chill,cough,throat,nose,ache,headache",flu
"sore,throat,nose,ache,headache","flu,cold"
"fever,sore,throat,nose,ache,headache","flu,cold"
"chill,sore,throat,nose,ache,headache",flu
"fever,chill,sore,throat,nose,ache,headache",flu
"cough,sore,throat,nose,ache,headache","flu,cold"
"fever,cough,sore,throat,nose,ache,headache","flu,cold"
"chill,cough,sore,throat,nose,ache,headache",flu
"fever,chill,cough,sore,throat,nose,ache,headache",flu
"runny,nose,ache,headache","flu,cold"
"fever,runny,nose,ache,headache","flu,cold"
"chill,runny,nose,ache,headache",flu
"fever,chill,runny,nose,ache,headache",flu
"cough,runny,nose,ache,headache","flu,cold"
"fever,cough,runny,nose,ache,headache","flu,cold"
"chill,cough,runny,nose,ache,headache",flu
"fever,chill,cough,runny,nose,ache,headache",flu
"sore,runny,nose,ache,headache","flu,cold"
"fever,sore,runny,nose,ache,headache","flu,cold"
"chill,sore,runny,nose,ache,headache",flu
"fever,chill,sore,runny,nose,ache,headache",flu
"cough,sore,runny,nose,ache,headache","flu,cold"
"fever,cough,sore,runny,nose,ache,headache","flu,cold"
"chill,cough,sore,runny,nose,ache,headache",flu
"fever,chill,cough,sore,runny,nose,ache,headache",flu
"throat,runny,nose,ache,headache","flu,cold"
"fever,throat,runny,nose,ache,headache","flu,cold"
"chill,throat,runny,nose,ache,headache",flu
"fever,chill,throat,runny,nose,ache,headache",flu
"cough,throat,runny,nose,ache,headache","flu,cold"
"fever,cough,throat,runny,nose,ache,headache","flu,cold"
"chill,cough,throat,runny,nose,ache,headache",flu
"fever,chill,cough,throat,runny,nose,ache,headache",flu
"sore,throat,runny,nose,ache,headache","flu,cold"
"fever,sore,throat,runny,nose,ache,headache","flu,cold"
"chill,sore,throat,runny,nose,ache,headache",flu
"fever,chill,sore,throat,runny,nose,ache,headache",flu
"cough,sore,throat,runny,nose,ache,headache","flu,cold"
"fever,cough,sore,throat,runny,nose,ache,headache","flu,cold"
"chill,cough,sore,throat,runny,nose,ache,headache",flu
"fever,chill,cough,sore,throat,runny,nose,ache,headache",flu
"stuffy,ache,headache","flu,cold"
"fever,stuffy,ache,headache","flu,cold"
"chill,stuffy,ache,headache",flu
"fever,chill,stuffy,ache,headache",flu
"cough,stuffy,ache,headache","flu,cold"
"fever,cough,stuffy,ache,headache","flu,cold"
"chill,cough,stuffy,ache,headache",flu
"fever,chill,cough,stuffy,ache,headache",flu
"sore,stuffy,ache,headache","flu,cold"
"fever,sore,stuffy,ache,headache","flu,cold"
"chill,sore,stuffy,ache,headache",flu
"fever,chill,sore,stuffy,ache,headache",flu
"cough,sore,stuffy,ache,headache","flu,cold"
"fever,cough,sore,stuffy,ache,headache","flu,cold"
"chill,cough,sore,stuffy,ache,headache",flu
"fever,chill,cough,sore,stuffy,ache,headache",flu
"throat,stuffy,ache,headache","flu,cold"
"fever,throat,stuffy,ache,headache","flu,cold"
"chill,throat,stuffy,ache,headache",flu
"fever,chill,throat,stuffy,ache,headache",flu
"cough,throat,stuffy,ache,headache","flu,cold"
"fever,cough,throat,stuffy,ache,headache","flu,cold"
"chill,cough,throat,stuffy,ache,headache",flu
"fever,chill,cough,throat,stuffy,ache,headache",flu
"sore,throat,stuffy,ache,headache","flu,cold"
"fever,sore,throat,stuffy,ache,headache","flu,cold"
"chill,sore,throat,stuffy,ache,headache",flu
"fever,chill,sore,throat,stuffy,ache,headache",flu
"cough,sore,throat,stuffy,ache,headache","flu,cold"
"fever,cough,sore,throat,stuffy,ache,headache","flu,cold"
"chill,cough,sore,throat,stuffy,ache,headache",flu
"fever,chill,cough,sore,throat,stuffy,ache,headache",flu
"runny,stuffy,ache,headache","flu,cold"
"fever,runny,stuffy,ache,headache","flu,cold"
"chill,runny,stuffy,ache,headache",flu
"fever,chill,runny,stuffy,ache,headache",flu
"cough,runny,stuffy,ache,headache","flu,cold"
"fever,cough,runny,stuffy,ache,headache","flu,cold"
"chill,cough,runny,stuffy,ache,headache",flu
"fever,chill,cough,runny,stuffy,ache,headache",flu
"sore,runny,stuffy,ache,headache","flu,cold"
"fever,sore,runny,stuffy,ache,headache","flu,cold"
"chill,sore,runny,stuffy,ache,headache",flu
"fever,chill,sore,runny,stuffy,ache,headache",flu
"cough,sore,runny,stuffy,ache,headache","flu,cold"
"fever,cough,sore,runny,stuffy,ache,headache","flu,cold"
"chill,cough,sore,runny,stuffy,ache,headache",flu
"fever,chill,cough,sore,runny,stuffy,ache,headache",flu
"throat,runny,stuffy,ache,headache","flu,cold"
"fever,throat,runny,stuffy,ache,headache","flu,cold"
"chill,throat,runny,stuffy,ache,headache",flu
"fever,chill,throat,runny,stuffy,ache,headache",flu
"cough,throat,runny,stuffy,ache,headache","flu,cold"
"fever,cough,throat,runny,stuffy,ache,headache","flu,cold"
"chill,cough,throat,runny,stuffy,ache,headache",flu
"fever,chill,cough,throat,runny,stuffy,ache,headache",flu
"sore,throat,runny,stuffy,ache,headache","flu,cold"
"fever,sore,throat,runny,stuffy,ache,headache","flu,cold"
"chill,sore,throat,runny,stuffy,ache,headache",flu
"fever,chill,sore,throat,runny,stuffy,ache,headache",flu
"cough,sore,throat,runny,stuffy,ache,headache","flu,cold"
"fever,cough,sore,throat,runny,stuffy,ache,headache","flu,cold"
"chill,cough,sore,throat,runny,stuffy,ache,headache",flu
"fever,chill,cough,sore,throat,runny,stuffy,ache,headache",flu
"nose,stuffy,ache,headache","flu,cold"
"fever,nose,stuffy,ache,headache","flu,cold"
"chill,nose,stuffy,ache,headache",flu
"fever,chill,nose,stuffy,ache,headache",flu
"cough,nose,stuffy,ache,headache","flu,cold"
"fever,cough,nose,stuffy,ache,headache","flu,cold"
"chill,cough,nose,stuffy,ache,headache",flu
"fever,chill,cough,nose,stuffy,ache,headache",flu
"sore,nose,stuffy,ache,headache","flu,cold"
"fever,sore,nose,stuffy,ache,headache","flu,cold"
"chill,sore,nose,stuffy,ache,headache",flu
"fever,chill,sore,nose,stuffy,ache,headache",flu
"cough,sore,nose,stuffy,ache,headache","flu,cold"
"fever,cough,sore,nose,stuffy,ache,headache","flu,cold"
"chill,cough,sore,nose,stuffy,ache,headache",flu
"fever,chill,cough,sore,nose,stuffy,ache,headache",flu
"throat,nose,stuffy,ache,headache","flu,cold"
"fever,throat,nose,stuffy,ache,headache","flu,cold"
"chill,throat,nose,stuffy,ache,headache",flu
"fever,chill,throat,nose,stuffy,ache,headache",flu
"cough,throat,nose,stuffy,ache,headache","flu,cold"
"fever,cough,throat,nose,stuffy,ache,headache","flu,cold"
"chill,cough,throat,nose,stuffy,ache,headache",flu
"fever,chill,cough,throat,nose,stuffy,ache,headache",flu
"sore,throat,nose,stuffy,ache,headache","flu,cold"
"fever,sore,throat,nose,stuffy,ache,headache","flu,cold"
"chill,sore,throat,nose,stuffy,ache,headache",flu
"fever,chill,sore,throat,nose,stuffy,ache,headache",flu
"cough,sore,throat,nose,stuffy,ache,headache","flu,cold"
"fever,cough,sore,throat,nose,stuffy,ache,headache","flu,cold"
"chill,cough,sore,throat,nose,stuffy,ache,headache",flu
"fever,chill,cough,sore,throat,nose,stuffy,ache,headache",flu
"runny,nose,stuffy,ache,headache","flu,cold"
"fever,runny,nose,stuffy,ache,headache","flu,cold"
"chill,runny,nose,stuffy,ache,headache",flu
"fever,chill,runny,nose,stuffy,ache,headache",flu
"cough,runny,nose,stuffy,ache,headache","flu,cold"
"fever,cough,runny,nose,stuffy,ache,headache","flu,cold"
"chill,cough,runny,nose,stuffy,ache,headache",flu
"fever,chill,cough,runny,nose,stuffy,ache,headache",flu
"sore,runny,nose,stuffy,ache,headache","flu,cold"
"fever,sore,runny,nose,stuffy,ache,headache","flu,cold"
"chill,sore,runny,nose,stuffy,ache,headache",flu
"fever,chill,sore,runny,nose,stuffy,ache,headache",flu
"cough,sore,runny,nose,stuffy,ache,headache","flu,cold"
"fever,cough,sore,runny,nose,stuffy,ache,headache","flu,cold"
"chill,cough,sore,runny,nose,stuffy,ache,headache",flu
"fever,chill,cough,sore,runny,nose,stuffy,ache,headache",flu
"throat,runny,nose,stuffy,ache,headache","flu,cold"
"fever,throat,runny,nose,stuffy,ache,headache","flu,cold"
"chill,throat,runny,nose,stuffy,ache,headache",flu
"fever,chill,throat,runny,nose,stuffy,ache,headache",flu
"cough,throat,runny,nose,stuffy,ache,headache","flu,cold"
"fever,cough,throat,runny,nose,stuffy,ache,headache","flu,cold"
"chill,cough,throat,runny,nose,stuffy,ache,headache",flu
"fever,chill,cough,throat,runny,nose,stuffy,ache,headache",flu
"sore,throat,runny,nose,stuffy,ache,headache","flu,cold"
"fever,sore,throat,runny,nose,stuffy,ache,headache","flu,cold"
"chill,sore,throat,runny,nose,stuffy,ache,headache",flu
"fever,chill,sore,throat,runny,nose,stuffy,ache,headache",flu
"cough,sore,throat,runny,nose,stuffy,ache,headache","flu,cold"
"fever,cough,sore,throat,runny,nose,stuffy,ache,headache","flu,cold"
"chill,cough,sore,throat,runny,nose,stuffy,ache,headache",flu
"fever,chill,cough,sore,throat,runny,nose,stuffy,ache,headache",flu
fatigue,"flu,malaria,smallpox,covid"
"fever,fatigue","flu,malaria,smallpox,covid"
"chill,fatigue","flu,malaria,covid"
"fever,chill,fatigue","flu,malaria,covid"
"cough,fatigue","flu,malaria,covid"
"fever,cough,fatigue","flu,malaria,covid"
